productId,productName,productPrice,productSite,productUrl
302554-11P,ZYN Dry Bellini Mini All White Portion,"(34,54 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-all-white-portion,,
302007-11P,ZYN Spearmint Mini Dry,"(34,54 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-spearmint-mini-dry-30-pack,,
302555-11P,ZYN Dry Bellini Mini Strong All White Portion,"(34,54 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-strong-all-white-portion,,
302544-15P,Loop Mango Tango Slim Strong All White Portion,"(33,33 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/loop-mango-tango-slim-strong-all-white-portion,,
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"(34,54 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,,
302557-5P,Swave Cuba Libre Slim Strong All White Portion,"(31,98 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/swave-cuba-libre-slim-strong-all-white-portion,,
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"(33,33 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,
JTI-LD-whsalmiak-30,LD Salmiak Vit Portionssnus,"(19,97 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/ld-salmiak-vit-portionssnus,,
302447-10P,LYFT Morning Bloom Limited Edition All White Portion,"(36,50 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-morning-bloom-limited-edition-all-white-portion,,
302446-11P,LYFT Tokyo Zing Strong All White Portion,"(34,54 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-tokyo-zing-strong-all-white-portion,,
301158-30P,LD Original Stark Portionssnus,"(19,97 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/ld-original-stark-portionssnus,,
302547-10P,Göteborgs Rapé West Coast IPA White Portion,"(43,66 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-west-coast-ipa-white-portion,,
302445-10P,Lundgrens Skärgården White Portion,"(29,13 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skargarden-white-portion,,
302546-11P,ONE Röd White Portion,"(26,35 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/one-rod-strong-white-portion,,
302552-5P,VOLT Deep Freeze Slim Extra Strong All White Portion,"(27,99 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/volt-deep-freeze-slim-extra-strong-all-white-portion,,
302550-5P,VOLT Cool Crisp Slim Extra Strong All White Portion,"(27,99 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/volt-cool-crisp-slim-extra-strong-all-white-portion,,
302549-5P,VOLT Spearmint Breeze Slim Strong All White Portion,"(27,99 kr/st)",snusbolaget.se,https://www.snusbolaget.se/snus/volt-spearmint-breeze-slim-strong-all-white-portion,,
productId,productName,productPrice,productSite,productUrl,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99 ",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,
302555-11P,ZYN Dry Bellini Mini Strong All White Portion,"34,54 ",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-strong-all-white-portion,,
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"34,54 ",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,,
302218-15P,Loop Jalapeno Lime Strong All White,"33,33 ",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,
302007-11P,ZYN Spearmint Mini Dry,"34,54 ",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-spearmint-mini-dry-30-pack,,
302229-11P,ONE Blå White Portion,"26,35 ",snusbolaget.se,https://www.snusbolaget.se/snus/one-bla-white-portion,,
302554-11P,ZYN Dry Bellini Mini All White Portion,"34,54 ",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-all-white-portion,,
302446-11P,LYFT Tokyo Zing Strong All White Portion,"34,54 ",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-tokyo-zing-strong-all-white-portion,,
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"33,33 ",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,
302547-10P,Göteborgs Rapé West Coast IPA White Portion,"43,66 ",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-west-coast-ipa-white-portion,,
302544-15P,Loop Mango Tango Slim Strong All White Portion,"33,33 ",snusbolaget.se,https://www.snusbolaget.se/snus/loop-mango-tango-slim-strong-all-white-portion,,
302447-10P,LYFT Morning Bloom Limited Edition All White Portion,"36,50 ",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-morning-bloom-limited-edition-all-white-portion,,
productId,productName,productPrice,productSite,productUrl,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,
302218-15P,Loop Jalapeno Lime Strong All White,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,,
302484-5P,Klint Liquorice Slim Strong All White Portion,"19,80",snusbolaget.se,https://www.snusbolaget.se/snus/klint-liquorice-slim-strong-all-white-portion,,
JTI-LD-whsalmiak-30,LD Salmiak Vit Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-salmiak-vit-portionssnus,,
302007-11P,ZYN Spearmint Mini Dry,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-spearmint-mini-dry-30-pack,,
302555-11P,ZYN Dry Bellini Mini Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-strong-all-white-portion,,
201321,Lundgrens Skåne Vit Portionssnus,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skane-vit-portionssnus,,
302229-11P,ONE Blå White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-bla-white-portion,,
302446-11P,LYFT Tokyo Zing Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-tokyo-zing-strong-all-white-portion,,
302547-10P,Göteborgs Rapé West Coast IPA White Portion,"43,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-west-coast-ipa-white-portion,,
301158-30P,LD Original Stark Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-original-stark-portionssnus,,
302554-11P,ZYN Dry Bellini Mini All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-all-white-portion,,
201278-10,XR Göteborgs Rapé slim white Portionssnus,"28,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-xrange-white-portionssnus,,
302544-15P,Loop Mango Tango Slim Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-mango-tango-slim-strong-all-white-portion,,
302557-5P,Swave Cuba Libre Slim Strong All White Portion,"31,98",snusbolaget.se,https://www.snusbolaget.se/snus/swave-cuba-libre-slim-strong-all-white-portion,,
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,
302546-11P,ONE Röd White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-rod-strong-white-portion,,
302556-5P,VOLT Java Shake Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-extra-strong-all-white-portion,,
302552-5P,VOLT Deep Freeze Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-deep-freeze-slim-extra-strong-all-white-portion,,
302548-5P,VOLT Java Shake Slim All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-all-white-portion,,
302550-5P,VOLT Cool Crisp Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-cool-crisp-slim-extra-strong-all-white-portion,,
302605-10P,Nordic Spirit Melon Square All White Portion,"29,99",snusbolaget.se,https://www.snusbolaget.se/snus/nordic-spirit-melon-square-slim-all-white-portion,,
302445-10P,Lundgrens Skärgården White Portion,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skargarden-white-portion,,
productId,productName,productPrice,productSite,productUrl,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,
302547-10P,Göteborgs Rapé West Coast IPA White Portion,"43,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-west-coast-ipa-white-portion,,
302557-5P,Swave Cuba Libre Slim Strong All White Portion,"31,98",snusbolaget.se,https://www.snusbolaget.se/snus/swave-cuba-libre-slim-strong-all-white-portion,,
302546-11P,ONE Röd White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-rod-strong-white-portion,,
302548-5P,VOLT Java Shake Slim All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-all-white-portion,,
302552-5P,VOLT Deep Freeze Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-deep-freeze-slim-extra-strong-all-white-portion,,
302550-5P,VOLT Cool Crisp Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-cool-crisp-slim-extra-strong-all-white-portion,,
302553-5P,VOLT Dark Frost Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-dark-frost-slim-extra-strong-all-white-portion,,
302556-5P,VOLT Java Shake Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-extra-strong-all-white-portion,,
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,
302605-10P,Nordic Spirit Melon Square All White Portion,"29,99",snusbolaget.se,https://www.snusbolaget.se/snus/nordic-spirit-melon-square-slim-all-white-portion,,
201278-10,XR Göteborgs Rapé slim white Portionssnus,"28,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-xrange-white-portionssnus,,
302549-5P,VOLT Spearmint Breeze Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-spearmint-breeze-slim-strong-all-white-portion,,
301158-30P,LD Original Stark Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-original-stark-portionssnus,,
302218-15P,Loop Jalapeno Lime Strong All White,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,
201321,Lundgrens Skåne Vit Portionssnus,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skane-vit-portionssnus,,
JTI-LD-whsalmiak-30,LD Salmiak Vit Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-salmiak-vit-portionssnus,,
302447-10P,LYFT Morning Bloom Limited Edition All White Portion,"36,50",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-morning-bloom-limited-edition-all-white-portion,,
productId,productName,productPrice,productSite,productUrl,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,"<span class=""fa fa-circle-o""></span>"
302229-11P,ONE Blå White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-bla-white-portion,,"<span class=""fa fa-dot-circle-o""></span>"
302555-11P,ZYN Dry Bellini Mini Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-strong-all-white-portion,,"<span class=""fa fa-dot-circle-o""></span>"
201321,Lundgrens Skåne Vit Portionssnus,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skane-vit-portionssnus,,"<span class=""fa fa-circle-o""></span>"
201278-10,XR Göteborgs Rapé slim white Portionssnus,"28,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-xrange-white-portionssnus,,"<span class=""fa fa-circle-o""></span>"
302554-11P,ZYN Dry Bellini Mini All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-all-white-portion,,"<span class=""fa fa-dot-circle-o""></span>"
302544-15P,Loop Mango Tango Slim Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-mango-tango-slim-strong-all-white-portion,,"<span class=""fa fa-dot-circle-o""></span>"
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,"<span class=""fa fa-dot-circle-o""></span>"
302218-15P,Loop Jalapeno Lime Strong All White,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,"<span class=""fa fa-dot-circle-o""></span>"
productId,productName,productPrice,productSite,productUrl,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,
302229-11P,ONE Blå White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-bla-white-portion,,
201278-10,XR Göteborgs Rapé slim white Portionssnus,"28,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-xrange-white-portionssnus,,
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,,
302484-5P,Klint Liquorice Slim Strong All White Portion,"19,80",snusbolaget.se,https://www.snusbolaget.se/snus/klint-liquorice-slim-strong-all-white-portion,,
302555-11P,ZYN Dry Bellini Mini Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-strong-all-white-portion,,
302218-15P,Loop Jalapeno Lime Strong All White,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,
302446-11P,LYFT Tokyo Zing Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-tokyo-zing-strong-all-white-portion,,
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,
302547-10P,Göteborgs Rapé West Coast IPA White Portion,"43,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-west-coast-ipa-white-portion,,
302557-5P,Swave Cuba Libre Slim Strong All White Portion,"31,98",snusbolaget.se,https://www.snusbolaget.se/snus/swave-cuba-libre-slim-strong-all-white-portion,,
302544-15P,Loop Mango Tango Slim Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-mango-tango-slim-strong-all-white-portion,,
302447-10P,LYFT Morning Bloom Limited Edition All White Portion,"36,50",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-morning-bloom-limited-edition-all-white-portion,,
302556-5P,VOLT Java Shake Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-extra-strong-all-white-portion,,
302448-10P,LYFT Midsummer Night Limited Edition Strong All White Portion,"36,50",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-midsummer-night-limited-edition-strong-all-white-portion,,
302445-10P,Lundgrens Skärgården White Portion,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skargarden-white-portion,,
302546-11P,ONE Röd White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-rod-strong-white-portion,,
302553-5P,VOLT Dark Frost Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-dark-frost-slim-extra-strong-all-white-portion,,
302548-5P,VOLT Java Shake Slim All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-all-white-portion,,
201321,Lundgrens Skåne Vit Portionssnus,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skane-vit-portionssnus,,
302552-5P,VOLT Deep Freeze Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-deep-freeze-slim-extra-strong-all-white-portion,,
302550-5P,VOLT Cool Crisp Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-cool-crisp-slim-extra-strong-all-white-portion,,
302549-5P,VOLT Spearmint Breeze Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-spearmint-breeze-slim-strong-all-white-portion,,
302605-10P,Nordic Spirit Melon Square All White Portion,"29,99",snusbolaget.se,https://www.snusbolaget.se/snus/nordic-spirit-melon-square-slim-all-white-portion,,
301158-30P,LD Original Stark Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-original-stark-portionssnus,,
302007-11P,ZYN Spearmint Mini Dry,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-spearmint-mini-dry-30-pack,,
productId,productName,productPrice,productSite,productUrl,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,"<span class=""fa fa-circle-o""></span>"
302218-15P,Loop Jalapeno Lime Strong All White,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,"<span class=""fa fa-dot-circle-o""></span>"
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,,"<span class=""fa fa-dot-circle-o""></span>"
productId,productName,productPrice,productSite,productUrl,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,
302310-11P,LYFT Mini Royal Purple All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-mini-royal-purple-all-white-portion,,
201321,Lundgrens Skåne Vit Portionssnus,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skane-vit-portionssnus,,
JTI-LD-whsalmiak-30,LD Salmiak Vit Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-salmiak-vit-portionssnus,,
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,,
302007-11P,ZYN Spearmint Mini Dry,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-spearmint-mini-dry-30-pack,,
302544-15P,Loop Mango Tango Slim Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-mango-tango-slim-strong-all-white-portion,,
302555-11P,ZYN Dry Bellini Mini Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-strong-all-white-portion,,
302554-11P,ZYN Dry Bellini Mini All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-all-white-portion,,
301158-30P,LD Original Stark Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-original-stark-portionssnus,,
302446-11P,LYFT Tokyo Zing Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-tokyo-zing-strong-all-white-portion,,
302557-5P,Swave Cuba Libre Slim Strong All White Portion,"31,98",snusbolaget.se,https://www.snusbolaget.se/snus/swave-cuba-libre-slim-strong-all-white-portion,,
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,
302546-11P,ONE Röd White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-rod-strong-white-portion,,
302547-10P,Göteborgs Rapé West Coast IPA White Portion,"43,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-west-coast-ipa-white-portion,,
302447-10P,LYFT Morning Bloom Limited Edition All White Portion,"36,50",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-morning-bloom-limited-edition-all-white-portion,,
302484-5P,Klint Liquorice Slim Strong All White Portion,"19,80",snusbolaget.se,https://www.snusbolaget.se/snus/klint-liquorice-slim-strong-all-white-portion,,
302556-5P,VOLT Java Shake Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-extra-strong-all-white-portion,,
302229-11P,ONE Blå White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-bla-white-portion,,
302218-15P,Loop Jalapeno Lime Strong All White,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,
201278-10,XR Göteborgs Rapé slim white Portionssnus,"28,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-xrange-white-portionssnus,,
productId,productName,productPrice,productSite,productUrl,productVariants,productVariantsPrices,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,,,,
201321,Lundgrens Skåne Vit Portionssnus,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skane-vit-portionssnus,,,,
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,,,,
302218-15P,Loop Jalapeno Lime Strong All White,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-strong-all-white,,,,
JTI-LD-whsalmiak-30,LD Salmiak Vit Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-salmiak-vit-portionssnus,,,,
201278-10,XR Göteborgs Rapé slim white Portionssnus,"28,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-xrange-white-portionssnus,,,,
302554-11P,ZYN Dry Bellini Mini All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-all-white-portion,,,,
302544-15P,Loop Mango Tango Slim Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-mango-tango-slim-strong-all-white-portion,,,,
302007-11P,ZYN Spearmint Mini Dry,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-spearmint-mini-dry-30-pack,,,,
302578-15P,Loop Jalapeno Lime Slim Extra Strong All White Portion,"33,33",snusbolaget.se,https://www.snusbolaget.se/snus/loop-jalapeno-lime-slim-extra-strong-all-white-portion,,,,
302229-11P,ONE Blå White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-bla-white-portion,,,,
302547-10P,Göteborgs Rapé West Coast IPA White Portion,"43,66",snusbolaget.se,https://www.snusbolaget.se/snus/goteborgs-rape-west-coast-ipa-white-portion,,,,
302484-5P,Klint Liquorice Slim Strong All White Portion,"19,80",snusbolaget.se,https://www.snusbolaget.se/snus/klint-liquorice-slim-strong-all-white-portion,,,,
301158-30P,LD Original Stark Portionssnus,"19,97",snusbolaget.se,https://www.snusbolaget.se/snus/ld-original-stark-portionssnus,,,,
302446-11P,LYFT Tokyo Zing Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-tokyo-zing-strong-all-white-portion,,,,
302448-10P,LYFT Midsummer Night Limited Edition Strong All White Portion,"36,50",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-midsummer-night-limited-edition-strong-all-white-portion,,,,
302557-5P,Swave Cuba Libre Slim Strong All White Portion,"31,98",snusbolaget.se,https://www.snusbolaget.se/snus/swave-cuba-libre-slim-strong-all-white-portion,,,,
302447-10P,LYFT Morning Bloom Limited Edition All White Portion,"36,50",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-morning-bloom-limited-edition-all-white-portion,,,,
302555-11P,ZYN Dry Bellini Mini Strong All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/zyn-dry-bellini-mini-strong-all-white-portion,,,,
302553-5P,VOLT Dark Frost Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-dark-frost-slim-extra-strong-all-white-portion,,,,
302605-10P,Nordic Spirit Melon Square All White Portion,"29,99",snusbolaget.se,https://www.snusbolaget.se/snus/nordic-spirit-melon-square-slim-all-white-portion,,,,
302548-5P,VOLT Java Shake Slim All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-all-white-portion,,,,
302556-5P,VOLT Java Shake Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-java-shake-slim-extra-strong-all-white-portion,,,,
302552-5P,VOLT Deep Freeze Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-deep-freeze-slim-extra-strong-all-white-portion,,,,
302445-10P,Lundgrens Skärgården White Portion,"29,13",snusbolaget.se,https://www.snusbolaget.se/snus/lundgrens-skargarden-white-portion,,,,
302546-11P,ONE Röd White Portion,"26,35",snusbolaget.se,https://www.snusbolaget.se/snus/one-rod-strong-white-portion,,,,
302310-11P,LYFT Mini Royal Purple All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-mini-royal-purple-all-white-portion,,,,
302550-5P,VOLT Cool Crisp Slim Extra Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-cool-crisp-slim-extra-strong-all-white-portion,,,,
302549-5P,VOLT Spearmint Breeze Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-spearmint-breeze-slim-strong-all-white-portion,,,,
productId,productName,productPrice,productSite,productUrl,productVariants,productVariantsPrices,unitPrice,units
302551-5P,VOLT Frosted Apple Slim Strong All White Portion,"27,99",snusbolaget.se,https://www.snusbolaget.se/snus/volt-frosted-apple-slim-strong-all-white-portion,"
,
1 dosa
,
,
,
,
5-pack
,
,
,
,
,
10-pack
,
,
,
,
,
30-pack
,
,
,
,
1 dosa
,
,
,
,
10-pack
,
,
,
,
30-pack
,
,
",,,
301307-11P,LYFT Ice Cool Strong Mint Slim All White Portion,"34,54",snusbolaget.se,https://www.snusbolaget.se/snus/lyft-ice-cool-strong-mint-slim-all-white-portion,"
,
1 dosa
,
,
,
,
10-pack
,
,
,
,
11-pack
,
,
,
,
,
30-pack
,
,
,
,
1 dosa
,
,
,
,
10-pack
,
,
",,,
